2023-07-18 17:35:43,643 INFO    StreamThr :6101 [internal.py:wandb_internal():86] W&B internal server running at pid: 6101, started at: 2023-07-18 17:35:43.643480
2023-07-18 17:35:43,644 DEBUG   HandlerThread:6101 [handler.py:handle_request():144] handle_request: status
2023-07-18 17:35:43,650 INFO    WriterThread:6101 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_173543-rjjw2ame/run-rjjw2ame.wandb
2023-07-18 17:35:43,651 DEBUG   SenderThread:6101 [sender.py:send():369] send: header
2023-07-18 17:35:43,684 DEBUG   SenderThread:6101 [sender.py:send():369] send: run
2023-07-18 17:35:43,998 INFO    SenderThread:6101 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_173543-rjjw2ame/files
2023-07-18 17:35:43,998 INFO    SenderThread:6101 [sender.py:_start_run_threads():1100] run started: rjjw2ame with start time 1689723343.644312
2023-07-18 17:35:43,998 DEBUG   SenderThread:6101 [sender.py:send_request():396] send_request: summary_record
2023-07-18 17:35:43,998 INFO    SenderThread:6101 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-18 17:35:44,004 DEBUG   HandlerThread:6101 [handler.py:handle_request():144] handle_request: check_version
2023-07-18 17:35:44,005 DEBUG   SenderThread:6101 [sender.py:send_request():396] send_request: check_version
2023-07-18 17:35:44,071 DEBUG   HandlerThread:6101 [handler.py:handle_request():144] handle_request: run_start
2023-07-18 17:35:44,077 DEBUG   HandlerThread:6101 [system_info.py:__init__():31] System info init
2023-07-18 17:35:44,078 DEBUG   HandlerThread:6101 [system_info.py:__init__():46] System info init done
2023-07-18 17:35:44,078 INFO    HandlerThread:6101 [system_monitor.py:start():181] Starting system monitor
2023-07-18 17:35:44,078 INFO    SystemMonitor:6101 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-18 17:35:44,078 INFO    HandlerThread:6101 [system_monitor.py:probe():201] Collecting system info
2023-07-18 17:35:44,079 INFO    SystemMonitor:6101 [interfaces.py:start():190] Started cpu monitoring
2023-07-18 17:35:44,079 DEBUG   HandlerThread:6101 [system_info.py:probe():195] Probing system
2023-07-18 17:35:44,079 INFO    SystemMonitor:6101 [interfaces.py:start():190] Started disk monitoring
2023-07-18 17:35:44,080 INFO    SystemMonitor:6101 [interfaces.py:start():190] Started memory monitoring
2023-07-18 17:35:44,081 INFO    SystemMonitor:6101 [interfaces.py:start():190] Started network monitoring
2023-07-18 17:35:44,086 DEBUG   HandlerThread:6101 [system_info.py:_probe_git():180] Probing git
2023-07-18 17:35:44,127 DEBUG   HandlerThread:6101 [system_info.py:_probe_git():188] Probing git done
2023-07-18 17:35:44,127 DEBUG   HandlerThread:6101 [system_info.py:probe():240] Probing system done
2023-07-18 17:35:44,127 DEBUG   HandlerThread:6101 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-18T23:35:44.079857', 'startedAt': '2023-07-18T23:35:43.633659', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 10.817604064941406}, 'memory': {'total': 16.0}}
2023-07-18 17:35:44,127 INFO    HandlerThread:6101 [system_monitor.py:probe():211] Finished collecting system info
2023-07-18 17:35:44,127 INFO    HandlerThread:6101 [system_monitor.py:probe():214] Publishing system info
2023-07-18 17:35:44,127 DEBUG   HandlerThread:6101 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-18 17:35:44,128 DEBUG   HandlerThread:6101 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-18 17:35:44,129 INFO    HandlerThread:6101 [system_monitor.py:probe():216] Finished publishing system info
2023-07-18 17:35:44,133 DEBUG   SenderThread:6101 [sender.py:send():369] send: files
2023-07-18 17:35:44,134 INFO    SenderThread:6101 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-18 17:35:44,170 DEBUG   HandlerThread:6101 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:35:44,171 DEBUG   SenderThread:6101 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:35:44,256 DEBUG   SenderThread:6101 [sender.py:send():369] send: telemetry
