2023-07-23 14:05:22,490 INFO    StreamThr :74729 [internal.py:wandb_internal():86] W&B internal server running at pid: 74729, started at: 2023-07-23 14:05:22.489912
2023-07-23 14:05:22,491 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: status
2023-07-23 14:05:22,499 INFO    WriterThread:74729 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/run-w48mtjb9.wandb
2023-07-23 14:05:22,500 DEBUG   SenderThread:74729 [sender.py:send():369] send: header
2023-07-23 14:05:22,534 DEBUG   SenderThread:74729 [sender.py:send():369] send: run
2023-07-23 14:05:22,742 INFO    SenderThread:74729 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files
2023-07-23 14:05:22,742 INFO    SenderThread:74729 [sender.py:_start_run_threads():1100] run started: w48mtjb9 with start time 1690142722.49079
2023-07-23 14:05:22,742 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: summary_record
2023-07-23 14:05:22,743 INFO    SenderThread:74729 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 14:05:22,754 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: check_version
2023-07-23 14:05:22,756 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: check_version
2023-07-23 14:05:22,850 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: run_start
2023-07-23 14:05:22,859 DEBUG   HandlerThread:74729 [system_info.py:__init__():31] System info init
2023-07-23 14:05:22,859 DEBUG   HandlerThread:74729 [system_info.py:__init__():46] System info init done
2023-07-23 14:05:22,859 INFO    HandlerThread:74729 [system_monitor.py:start():181] Starting system monitor
2023-07-23 14:05:22,860 INFO    SystemMonitor:74729 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-23 14:05:22,860 INFO    HandlerThread:74729 [system_monitor.py:probe():201] Collecting system info
2023-07-23 14:05:22,861 INFO    SystemMonitor:74729 [interfaces.py:start():190] Started cpu monitoring
2023-07-23 14:05:22,862 INFO    SystemMonitor:74729 [interfaces.py:start():190] Started disk monitoring
2023-07-23 14:05:22,862 DEBUG   HandlerThread:74729 [system_info.py:probe():195] Probing system
2023-07-23 14:05:22,862 INFO    SystemMonitor:74729 [interfaces.py:start():190] Started memory monitoring
2023-07-23 14:05:22,863 INFO    SystemMonitor:74729 [interfaces.py:start():190] Started network monitoring
2023-07-23 14:05:22,871 DEBUG   HandlerThread:74729 [system_info.py:_probe_git():180] Probing git
2023-07-23 14:05:22,925 DEBUG   HandlerThread:74729 [system_info.py:_probe_git():188] Probing git done
2023-07-23 14:05:22,925 DEBUG   HandlerThread:74729 [system_info.py:probe():240] Probing system done
2023-07-23 14:05:22,926 DEBUG   HandlerThread:74729 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-23T20:05:22.862870', 'startedAt': '2023-07-23T20:05:22.481203', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 8.546794891357422}, 'memory': {'total': 16.0}}
2023-07-23 14:05:22,926 INFO    HandlerThread:74729 [system_monitor.py:probe():211] Finished collecting system info
2023-07-23 14:05:22,926 INFO    HandlerThread:74729 [system_monitor.py:probe():214] Publishing system info
2023-07-23 14:05:22,926 DEBUG   HandlerThread:74729 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-23 14:05:22,927 DEBUG   HandlerThread:74729 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-23 14:05:22,927 INFO    HandlerThread:74729 [system_monitor.py:probe():216] Finished publishing system info
2023-07-23 14:05:22,933 DEBUG   SenderThread:74729 [sender.py:send():369] send: files
2023-07-23 14:05:22,933 INFO    SenderThread:74729 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-23 14:05:22,957 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: stop_status
2023-07-23 14:05:22,957 DEBUG   SenderThread:74729 [sender.py:send():369] send: telemetry
2023-07-23 14:05:22,957 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: stop_status
2023-07-23 14:05:23,229 INFO    wandb-upload_0:74729 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmpajr5gjg3wandb/53arulx1-wandb-metadata.json
2023-07-23 14:05:23,464 DEBUG   SenderThread:74729 [sender.py:send():369] send: telemetry
2023-07-23 14:05:23,748 INFO    Thread-12 :74729 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files/wandb-summary.json
2023-07-23 14:05:23,748 INFO    Thread-12 :74729 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files/wandb-metadata.json
2023-07-23 14:05:23,748 INFO    Thread-12 :74729 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files/requirements.txt
2023-07-23 14:05:24,751 INFO    Thread-12 :74729 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files/output.log
2023-07-23 14:05:25,913 DEBUG   SenderThread:74729 [sender.py:send():369] send: config
2023-07-23 14:05:26,746 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 14:05:26,746 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: log_artifact
2023-07-23 14:05:26,758 INFO    Thread-12 :74729 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_140522-w48mtjb9/files/output.log
2023-07-23 14:05:27,111 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 14:05:27,245 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 14:05:27,555 INFO    wandb-upload_0:74729 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmp5otphpwl
2023-07-23 14:05:28,244 INFO    SenderThread:74729 [sender.py:send_request_log_artifact():1414] logged artifact Transformation_Pipeline43eaf7f4 - {'id': 'QXJ0aWZhY3Q6NTIwNDU2Nzgy', 'digest': '6fbfe554c1df12fc2703a37b886e063f', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg1MTAzMzgz', 'latestArtifact': None}, 'version': 'latest'}
2023-07-23 14:05:28,245 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: log_artifact
2023-07-23 14:05:28,245 DEBUG   HandlerThread:74729 [handler.py:handle_request():144] handle_request: status_report
2023-07-23 14:05:29,135 INFO    wandb-upload_0:74729 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmp72zlqntu
2023-07-23 14:05:29,614 INFO    SenderThread:74729 [sender.py:send_request_log_artifact():1414] logged artifact Train4418399e - {'id': 'QXJ0aWZhY3Q6NTIwNDU2Nzkz', 'digest': 'fb25306fce6142c6156c752cf587e3fc', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg1MTAzMzkw', 'latestArtifact': None}, 'version': 'latest'}
2023-07-23 14:05:29,614 DEBUG   SenderThread:74729 [sender.py:send_request():396] send_request: log_artifact
