2023-07-19 01:44:46,893 INFO    StreamThr :11459 [internal.py:wandb_internal():86] W&B internal server running at pid: 11459, started at: 2023-07-19 01:44:46.888032
2023-07-19 01:44:46,897 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: status
2023-07-19 01:44:46,903 INFO    WriterThread:11459 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230719_014446-ha74se8g/run-ha74se8g.wandb
2023-07-19 01:44:46,904 DEBUG   SenderThread:11459 [sender.py:send():369] send: header
2023-07-19 01:44:46,942 DEBUG   SenderThread:11459 [sender.py:send():369] send: run
2023-07-19 01:44:47,522 INFO    SenderThread:11459 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230719_014446-ha74se8g/files
2023-07-19 01:44:47,522 INFO    SenderThread:11459 [sender.py:_start_run_threads():1100] run started: ha74se8g with start time 1689752686.884543
2023-07-19 01:44:47,528 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: summary_record
2023-07-19 01:44:47,528 INFO    SenderThread:11459 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-19 01:44:47,533 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: check_version
2023-07-19 01:44:47,533 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: check_version
2023-07-19 01:44:47,693 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: run_start
2023-07-19 01:44:47,696 DEBUG   HandlerThread:11459 [system_info.py:__init__():31] System info init
2023-07-19 01:44:47,696 DEBUG   HandlerThread:11459 [system_info.py:__init__():46] System info init done
2023-07-19 01:44:47,696 INFO    HandlerThread:11459 [system_monitor.py:start():181] Starting system monitor
2023-07-19 01:44:47,697 INFO    SystemMonitor:11459 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-19 01:44:47,698 INFO    HandlerThread:11459 [system_monitor.py:probe():201] Collecting system info
2023-07-19 01:44:47,698 DEBUG   HandlerThread:11459 [system_info.py:probe():195] Probing system
2023-07-19 01:44:47,698 INFO    SystemMonitor:11459 [interfaces.py:start():190] Started cpu monitoring
2023-07-19 01:44:47,699 INFO    SystemMonitor:11459 [interfaces.py:start():190] Started disk monitoring
2023-07-19 01:44:47,699 INFO    SystemMonitor:11459 [interfaces.py:start():190] Started memory monitoring
2023-07-19 01:44:47,700 INFO    SystemMonitor:11459 [interfaces.py:start():190] Started network monitoring
2023-07-19 01:44:47,701 DEBUG   HandlerThread:11459 [system_info.py:_probe_git():180] Probing git
2023-07-19 01:44:47,745 DEBUG   HandlerThread:11459 [system_info.py:_probe_git():188] Probing git done
2023-07-19 01:44:47,746 DEBUG   HandlerThread:11459 [system_info.py:probe():240] Probing system done
2023-07-19 01:44:47,746 DEBUG   HandlerThread:11459 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-19T07:44:47.698540', 'startedAt': '2023-07-19T07:44:46.877155', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 10.817604064941406}, 'memory': {'total': 16.0}}
2023-07-19 01:44:47,746 INFO    HandlerThread:11459 [system_monitor.py:probe():211] Finished collecting system info
2023-07-19 01:44:47,746 INFO    HandlerThread:11459 [system_monitor.py:probe():214] Publishing system info
2023-07-19 01:44:47,746 DEBUG   HandlerThread:11459 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-19 01:44:47,747 DEBUG   HandlerThread:11459 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-19 01:44:47,748 INFO    HandlerThread:11459 [system_monitor.py:probe():216] Finished publishing system info
2023-07-19 01:44:47,749 DEBUG   SenderThread:11459 [sender.py:send():369] send: files
2023-07-19 01:44:47,749 INFO    SenderThread:11459 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-19 01:44:47,763 DEBUG   SenderThread:11459 [sender.py:send():369] send: telemetry
2023-07-19 01:44:47,763 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: stop_status
2023-07-19 01:44:47,764 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: stop_status
2023-07-19 01:44:47,865 DEBUG   SenderThread:11459 [sender.py:send():369] send: config
2023-07-19 01:44:48,439 INFO    wandb-upload_0:11459 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmpwf2crlj0wandb/of3r4c0o-wandb-metadata.json
2023-07-19 01:44:48,525 INFO    Thread-49 :11459 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230719_014446-ha74se8g/files/wandb-metadata.json
2023-07-19 01:44:48,525 INFO    Thread-49 :11459 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230719_014446-ha74se8g/files/requirements.txt
2023-07-19 01:44:48,526 INFO    Thread-49 :11459 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230719_014446-ha74se8g/files/wandb-summary.json
2023-07-19 01:44:48,849 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-19 01:44:48,865 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: log_artifact
2023-07-19 01:44:49,221 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-19 01:44:49,342 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-19 01:44:50,049 INFO    wandb-upload_0:11459 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpw_sskm4j
2023-07-19 01:44:50,896 INFO    SenderThread:11459 [sender.py:send_request_log_artifact():1414] logged artifact Transformation_Pipeline2334a17a - {'id': 'QXJ0aWZhY3Q6NTE2NTgzMzQx', 'digest': '89d5dfe527399250f63f00f9f39bf9dc', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg0MTI1NTg4', 'latestArtifact': None}, 'version': 'latest'}
2023-07-19 01:44:50,896 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: log_artifact
2023-07-19 01:44:51,961 INFO    wandb-upload_0:11459 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpx8jtqgq7
2023-07-19 01:44:52,652 INFO    SenderThread:11459 [sender.py:send_request_log_artifact():1414] logged artifact Train236d7fb8 - {'id': 'QXJ0aWZhY3Q6NTE2NTgzMzY0', 'digest': '77d78eb421d744454fa33758eb678987', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg0MTI1NTg5', 'latestArtifact': None}, 'version': 'latest'}
2023-07-19 01:44:52,652 DEBUG   SenderThread:11459 [sender.py:send_request():396] send_request: log_artifact
2023-07-19 01:44:52,654 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: status_report
2023-07-19 01:44:54,490 INFO    wandb-upload_0:11459 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmp86cqr9so
2023-07-19 01:44:55,298 INFO    SenderThread:11459 [sender.py:send_request_log_artifact():1414] logged artifact Test237fd0fa - {'id': 'QXJ0aWZhY3Q6NTE2NTgzMzkw', 'digest': '7bbd814b8da91e1e8f342052d7aa168e', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg0MTI1NTk0', 'latestArtifact': None}, 'version': 'latest'}
2023-07-19 01:44:58,301 DEBUG   HandlerThread:11459 [handler.py:handle_request():144] handle_request: status_report
