2023-07-23 15:52:39,587 INFO    StreamThr :77458 [internal.py:wandb_internal():86] W&B internal server running at pid: 77458, started at: 2023-07-23 15:52:39.586888
2023-07-23 15:52:39,588 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: status
2023-07-23 15:52:39,594 INFO    WriterThread:77458 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/run-rr9z4g44.wandb
2023-07-23 15:52:39,594 DEBUG   SenderThread:77458 [sender.py:send():369] send: header
2023-07-23 15:52:39,631 DEBUG   SenderThread:77458 [sender.py:send():369] send: run
2023-07-23 15:52:39,919 INFO    SenderThread:77458 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files
2023-07-23 15:52:39,919 INFO    SenderThread:77458 [sender.py:_start_run_threads():1100] run started: rr9z4g44 with start time 1690149159.587493
2023-07-23 15:52:39,919 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: summary_record
2023-07-23 15:52:39,920 INFO    SenderThread:77458 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-23 15:52:39,924 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: check_version
2023-07-23 15:52:39,924 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: check_version
2023-07-23 15:52:40,005 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: run_start
2023-07-23 15:52:40,012 DEBUG   HandlerThread:77458 [system_info.py:__init__():31] System info init
2023-07-23 15:52:40,012 DEBUG   HandlerThread:77458 [system_info.py:__init__():46] System info init done
2023-07-23 15:52:40,013 INFO    HandlerThread:77458 [system_monitor.py:start():181] Starting system monitor
2023-07-23 15:52:40,013 INFO    SystemMonitor:77458 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-23 15:52:40,013 INFO    HandlerThread:77458 [system_monitor.py:probe():201] Collecting system info
2023-07-23 15:52:40,014 INFO    SystemMonitor:77458 [interfaces.py:start():190] Started cpu monitoring
2023-07-23 15:52:40,014 INFO    SystemMonitor:77458 [interfaces.py:start():190] Started disk monitoring
2023-07-23 15:52:40,014 DEBUG   HandlerThread:77458 [system_info.py:probe():195] Probing system
2023-07-23 15:52:40,015 INFO    SystemMonitor:77458 [interfaces.py:start():190] Started memory monitoring
2023-07-23 15:52:40,016 INFO    SystemMonitor:77458 [interfaces.py:start():190] Started network monitoring
2023-07-23 15:52:40,022 DEBUG   HandlerThread:77458 [system_info.py:_probe_git():180] Probing git
2023-07-23 15:52:40,062 DEBUG   HandlerThread:77458 [system_info.py:_probe_git():188] Probing git done
2023-07-23 15:52:40,062 DEBUG   HandlerThread:77458 [system_info.py:probe():240] Probing system done
2023-07-23 15:52:40,062 DEBUG   HandlerThread:77458 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-23T21:52:40.014984', 'startedAt': '2023-07-23T21:52:39.578487', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 8.546794891357422}, 'memory': {'total': 16.0}}
2023-07-23 15:52:40,062 INFO    HandlerThread:77458 [system_monitor.py:probe():211] Finished collecting system info
2023-07-23 15:52:40,062 INFO    HandlerThread:77458 [system_monitor.py:probe():214] Publishing system info
2023-07-23 15:52:40,063 DEBUG   HandlerThread:77458 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-23 15:52:40,063 DEBUG   HandlerThread:77458 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-23 15:52:40,064 INFO    HandlerThread:77458 [system_monitor.py:probe():216] Finished publishing system info
2023-07-23 15:52:40,068 DEBUG   SenderThread:77458 [sender.py:send():369] send: files
2023-07-23 15:52:40,068 INFO    SenderThread:77458 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-23 15:52:40,082 DEBUG   SenderThread:77458 [sender.py:send():369] send: telemetry
2023-07-23 15:52:40,082 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: stop_status
2023-07-23 15:52:40,083 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: stop_status
2023-07-23 15:52:40,290 INFO    wandb-upload_0:77458 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmp6z6n08z5wandb/bgt44w0d-wandb-metadata.json
2023-07-23 15:52:40,924 INFO    Thread-12 :77458 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files/requirements.txt
2023-07-23 15:52:40,924 INFO    Thread-12 :77458 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files/wandb-metadata.json
2023-07-23 15:52:40,924 INFO    Thread-12 :77458 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files/wandb-summary.json
2023-07-23 15:52:41,086 DEBUG   SenderThread:77458 [sender.py:send():369] send: telemetry
2023-07-23 15:52:41,925 INFO    Thread-12 :77458 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files/output.log
2023-07-23 15:52:42,366 DEBUG   SenderThread:77458 [sender.py:send():369] send: config
2023-07-23 15:52:43,102 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 15:52:43,103 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: log_artifact
2023-07-23 15:52:43,508 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 15:52:43,601 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-23 15:52:43,688 INFO    wandb-upload_0:77458 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpvvtk5vf9
2023-07-23 15:52:43,928 INFO    Thread-12 :77458 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230723_155239-rr9z4g44/files/output.log
2023-07-23 15:52:44,280 INFO    SenderThread:77458 [sender.py:send_request_log_artifact():1414] logged artifact Transformation_Pipeline404c29f6 - {'id': 'QXJ0aWZhY3Q6NTIwNTAxMDQ3', 'digest': 'd525b49c3153bc20e97b98242b2c3a68', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg1MTEyNTM4', 'latestArtifact': None}, 'version': 'latest'}
2023-07-23 15:52:44,280 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: log_artifact
2023-07-23 15:52:45,000 INFO    wandb-upload_0:77458 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpojbmghy4
2023-07-23 15:52:45,700 INFO    SenderThread:77458 [sender.py:send_request_log_artifact():1414] logged artifact Train407e799c - {'id': 'QXJ0aWZhY3Q6NTIwNTAxMDU3', 'digest': '632d38c04a42fbceed283916f8467d94', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg1MTEyNTQw', 'latestArtifact': None}, 'version': 'latest'}
2023-07-23 15:52:45,700 DEBUG   SenderThread:77458 [sender.py:send_request():396] send_request: log_artifact
2023-07-23 15:52:45,701 DEBUG   HandlerThread:77458 [handler.py:handle_request():144] handle_request: status_report
