2023-07-18 15:17:48,592 INFO    StreamThr :2989 [internal.py:wandb_internal():86] W&B internal server running at pid: 2989, started at: 2023-07-18 15:17:48.592523
2023-07-18 15:17:48,594 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: status
2023-07-18 15:17:48,604 INFO    WriterThread:2989 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/run-igp2pzx8.wandb
2023-07-18 15:17:48,604 DEBUG   SenderThread:2989 [sender.py:send():369] send: header
2023-07-18 15:17:48,638 DEBUG   SenderThread:2989 [sender.py:send():369] send: run
2023-07-18 15:17:49,181 INFO    SenderThread:2989 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/files
2023-07-18 15:17:49,181 INFO    SenderThread:2989 [sender.py:_start_run_threads():1100] run started: igp2pzx8 with start time 1689715068.593214
2023-07-18 15:17:49,181 DEBUG   SenderThread:2989 [sender.py:send_request():396] send_request: summary_record
2023-07-18 15:17:49,182 INFO    SenderThread:2989 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-18 15:17:49,188 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: check_version
2023-07-18 15:17:49,188 DEBUG   SenderThread:2989 [sender.py:send_request():396] send_request: check_version
2023-07-18 15:17:49,275 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: run_start
2023-07-18 15:17:49,281 DEBUG   HandlerThread:2989 [system_info.py:__init__():31] System info init
2023-07-18 15:17:49,281 DEBUG   HandlerThread:2989 [system_info.py:__init__():46] System info init done
2023-07-18 15:17:49,282 INFO    HandlerThread:2989 [system_monitor.py:start():181] Starting system monitor
2023-07-18 15:17:49,282 INFO    SystemMonitor:2989 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-18 15:17:49,282 INFO    HandlerThread:2989 [system_monitor.py:probe():201] Collecting system info
2023-07-18 15:17:49,282 DEBUG   HandlerThread:2989 [system_info.py:probe():195] Probing system
2023-07-18 15:17:49,283 INFO    SystemMonitor:2989 [interfaces.py:start():190] Started cpu monitoring
2023-07-18 15:17:49,284 INFO    SystemMonitor:2989 [interfaces.py:start():190] Started disk monitoring
2023-07-18 15:17:49,284 INFO    SystemMonitor:2989 [interfaces.py:start():190] Started memory monitoring
2023-07-18 15:17:49,285 INFO    SystemMonitor:2989 [interfaces.py:start():190] Started network monitoring
2023-07-18 15:17:49,290 DEBUG   HandlerThread:2989 [system_info.py:_probe_git():180] Probing git
2023-07-18 15:17:49,331 DEBUG   HandlerThread:2989 [system_info.py:_probe_git():188] Probing git done
2023-07-18 15:17:49,331 DEBUG   HandlerThread:2989 [system_info.py:probe():240] Probing system done
2023-07-18 15:17:49,331 DEBUG   HandlerThread:2989 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-18T21:17:49.283451', 'startedAt': '2023-07-18T21:17:48.580851', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 8.538101196289062}, 'memory': {'total': 16.0}}
2023-07-18 15:17:49,331 INFO    HandlerThread:2989 [system_monitor.py:probe():211] Finished collecting system info
2023-07-18 15:17:49,331 INFO    HandlerThread:2989 [system_monitor.py:probe():214] Publishing system info
2023-07-18 15:17:49,332 DEBUG   HandlerThread:2989 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-18 15:17:49,332 DEBUG   HandlerThread:2989 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-18 15:17:49,333 INFO    HandlerThread:2989 [system_monitor.py:probe():216] Finished publishing system info
2023-07-18 15:17:49,337 DEBUG   SenderThread:2989 [sender.py:send():369] send: files
2023-07-18 15:17:49,337 INFO    SenderThread:2989 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-18 15:17:49,351 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 15:17:49,351 DEBUG   SenderThread:2989 [sender.py:send_request():396] send_request: stop_status
2023-07-18 15:17:49,545 DEBUG   SenderThread:2989 [sender.py:send():369] send: telemetry
2023-07-18 15:17:49,545 DEBUG   SenderThread:2989 [sender.py:send():369] send: telemetry
2023-07-18 15:17:49,763 INFO    wandb-upload_0:2989 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmphaklnlpswandb/jjy89l7q-wandb-metadata.json
2023-07-18 15:17:50,183 INFO    Thread-12 :2989 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/files/wandb-metadata.json
2023-07-18 15:17:50,183 INFO    Thread-12 :2989 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/files/wandb-summary.json
2023-07-18 15:17:50,183 INFO    Thread-12 :2989 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/files/requirements.txt
2023-07-18 15:17:50,923 DEBUG   SenderThread:2989 [sender.py:send():369] send: config
2023-07-18 15:17:51,183 INFO    Thread-12 :2989 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_151748-igp2pzx8/files/output.log
2023-07-18 15:17:51,867 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 15:17:51,868 DEBUG   SenderThread:2989 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 15:17:52,171 DEBUG   HandlerThread:2989 [handler.py:handle_request():144] handle_request: log_artifact
