2023-07-18 14:43:25,883 INFO    StreamThr :1559 [internal.py:wandb_internal():86] W&B internal server running at pid: 1559, started at: 2023-07-18 14:43:25.882572
2023-07-18 14:43:25,884 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: status
2023-07-18 14:43:25,891 INFO    WriterThread:1559 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/run-g1mck22z.wandb
2023-07-18 14:43:25,892 DEBUG   SenderThread:1559 [sender.py:send():369] send: header
2023-07-18 14:43:25,924 DEBUG   SenderThread:1559 [sender.py:send():369] send: run
2023-07-18 14:43:26,127 INFO    SenderThread:1559 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files
2023-07-18 14:43:26,127 INFO    SenderThread:1559 [sender.py:_start_run_threads():1100] run started: g1mck22z with start time 1689713005.883086
2023-07-18 14:43:26,132 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: summary_record
2023-07-18 14:43:26,133 INFO    SenderThread:1559 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-18 14:43:26,136 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: check_version
2023-07-18 14:43:26,136 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: check_version
2023-07-18 14:43:26,220 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: run_start
2023-07-18 14:43:26,221 DEBUG   HandlerThread:1559 [system_info.py:__init__():31] System info init
2023-07-18 14:43:26,221 DEBUG   HandlerThread:1559 [system_info.py:__init__():46] System info init done
2023-07-18 14:43:26,221 INFO    HandlerThread:1559 [system_monitor.py:start():181] Starting system monitor
2023-07-18 14:43:26,221 INFO    SystemMonitor:1559 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-18 14:43:26,221 INFO    HandlerThread:1559 [system_monitor.py:probe():201] Collecting system info
2023-07-18 14:43:26,222 INFO    SystemMonitor:1559 [interfaces.py:start():190] Started cpu monitoring
2023-07-18 14:43:26,222 DEBUG   HandlerThread:1559 [system_info.py:probe():195] Probing system
2023-07-18 14:43:26,223 INFO    SystemMonitor:1559 [interfaces.py:start():190] Started disk monitoring
2023-07-18 14:43:26,223 INFO    SystemMonitor:1559 [interfaces.py:start():190] Started memory monitoring
2023-07-18 14:43:26,224 INFO    SystemMonitor:1559 [interfaces.py:start():190] Started network monitoring
2023-07-18 14:43:26,224 DEBUG   HandlerThread:1559 [system_info.py:_probe_git():180] Probing git
2023-07-18 14:43:26,265 DEBUG   HandlerThread:1559 [system_info.py:_probe_git():188] Probing git done
2023-07-18 14:43:26,266 DEBUG   HandlerThread:1559 [system_info.py:probe():240] Probing system done
2023-07-18 14:43:26,266 DEBUG   HandlerThread:1559 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-18T20:43:26.222951', 'startedAt': '2023-07-18T20:43:25.874168', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 8.538101196289062}, 'memory': {'total': 16.0}}
2023-07-18 14:43:26,266 INFO    HandlerThread:1559 [system_monitor.py:probe():211] Finished collecting system info
2023-07-18 14:43:26,266 INFO    HandlerThread:1559 [system_monitor.py:probe():214] Publishing system info
2023-07-18 14:43:26,266 DEBUG   HandlerThread:1559 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-18 14:43:26,267 DEBUG   HandlerThread:1559 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-18 14:43:26,267 INFO    HandlerThread:1559 [system_monitor.py:probe():216] Finished publishing system info
2023-07-18 14:43:26,268 DEBUG   SenderThread:1559 [sender.py:send():369] send: files
2023-07-18 14:43:26,268 INFO    SenderThread:1559 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-18 14:43:26,282 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 14:43:26,283 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: stop_status
2023-07-18 14:43:26,284 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: partial_history
2023-07-18 14:43:26,381 DEBUG   SenderThread:1559 [sender.py:send():369] send: telemetry
2023-07-18 14:43:26,381 DEBUG   SenderThread:1559 [sender.py:send():369] send: config
2023-07-18 14:43:26,381 DEBUG   SenderThread:1559 [sender.py:send():369] send: history
2023-07-18 14:43:26,381 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: summary_record
2023-07-18 14:43:26,382 INFO    SenderThread:1559 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-18 14:43:26,407 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 14:43:26,407 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 14:43:26,599 INFO    wandb-upload_0:1559 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmpxt5694s2wandb/p1ou8udz-wandb-metadata.json
2023-07-18 14:43:26,860 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 14:43:27,129 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/requirements.txt
2023-07-18 14:43:27,139 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/wandb-summary.json
2023-07-18 14:43:27,140 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/wandb-metadata.json
2023-07-18 14:43:27,295 INFO    wandb-upload_0:1559 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmp3t78wha7
2023-07-18 14:43:27,620 DEBUG   HandlerThread:1559 [handler.py:handle_request():144] handle_request: partial_history
2023-07-18 14:43:27,892 INFO    SenderThread:1559 [sender.py:send_request_log_artifact():1414] logged artifact Resultsbea09018 - {'id': 'QXJ0aWZhY3Q6NTE2MDMwMDkw', 'digest': '18042f7990d2b20c4b9fba01eb331c96', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjgzOTIwODk1', 'latestArtifact': None}, 'version': 'latest'}
2023-07-18 14:43:27,892 DEBUG   SenderThread:1559 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 14:43:28,133 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/media/images/AUC_1_d1c1fc796bc1b63992cf.png
2023-07-18 14:43:28,134 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/media/images
2023-07-18 14:43:28,134 INFO    Thread-50 :1559 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_144325-g1mck22z/files/media
