2023-07-18 17:52:18,833 INFO    StreamThr :6551 [internal.py:wandb_internal():86] W&B internal server running at pid: 6551, started at: 2023-07-18 17:52:18.832465
2023-07-18 17:52:18,834 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status
2023-07-18 17:52:18,839 INFO    WriterThread:6551 [datastore.py:open_for_write():85] open: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/run-nxna16jl.wandb
2023-07-18 17:52:18,840 DEBUG   SenderThread:6551 [sender.py:send():369] send: header
2023-07-18 17:52:18,885 DEBUG   SenderThread:6551 [sender.py:send():369] send: run
2023-07-18 17:52:19,189 INFO    SenderThread:6551 [dir_watcher.py:__init__():211] watching files in: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files
2023-07-18 17:52:19,189 INFO    SenderThread:6551 [sender.py:_start_run_threads():1100] run started: nxna16jl with start time 1689724338.832631
2023-07-18 17:52:19,189 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: summary_record
2023-07-18 17:52:19,189 INFO    SenderThread:6551 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-18 17:52:19,196 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: check_version
2023-07-18 17:52:19,197 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: check_version
2023-07-18 17:52:19,284 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: run_start
2023-07-18 17:52:19,292 DEBUG   HandlerThread:6551 [system_info.py:__init__():31] System info init
2023-07-18 17:52:19,292 DEBUG   HandlerThread:6551 [system_info.py:__init__():46] System info init done
2023-07-18 17:52:19,292 INFO    HandlerThread:6551 [system_monitor.py:start():181] Starting system monitor
2023-07-18 17:52:19,293 INFO    SystemMonitor:6551 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-18 17:52:19,293 INFO    HandlerThread:6551 [system_monitor.py:probe():201] Collecting system info
2023-07-18 17:52:19,294 DEBUG   HandlerThread:6551 [system_info.py:probe():195] Probing system
2023-07-18 17:52:19,294 INFO    SystemMonitor:6551 [interfaces.py:start():190] Started cpu monitoring
2023-07-18 17:52:19,295 INFO    SystemMonitor:6551 [interfaces.py:start():190] Started disk monitoring
2023-07-18 17:52:19,295 INFO    SystemMonitor:6551 [interfaces.py:start():190] Started memory monitoring
2023-07-18 17:52:19,296 INFO    SystemMonitor:6551 [interfaces.py:start():190] Started network monitoring
2023-07-18 17:52:19,303 DEBUG   HandlerThread:6551 [system_info.py:_probe_git():180] Probing git
2023-07-18 17:52:19,350 DEBUG   HandlerThread:6551 [system_info.py:_probe_git():188] Probing git done
2023-07-18 17:52:19,350 DEBUG   HandlerThread:6551 [system_info.py:probe():240] Probing system done
2023-07-18 17:52:19,351 DEBUG   HandlerThread:6551 [system_monitor.py:probe():210] {'os': 'macOS-13.5-x86_64-i386-64bit', 'python': '3.10.11', 'heartbeatAt': '2023-07-18T23:52:19.294521', 'startedAt': '2023-07-18T23:52:18.820174', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': None, 'commit': '66713dc891f1b0d642803c24630ce30bb938b67b'}, 'email': '119975864+heroofwisdom@users.noreply.github.com', 'root': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3', 'host': 'MacBook-Pro.local', 'username': 'heroofwisdom', 'executable': '/Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/.venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2300, 'min': 2300, 'max': 2300}, 'cpu_freq_per_core': [{'current': 2300, 'min': 2300, 'max': 2300}], 'disk': {'total': 931.546989440918, 'used': 10.817604064941406}, 'memory': {'total': 16.0}}
2023-07-18 17:52:19,351 INFO    HandlerThread:6551 [system_monitor.py:probe():211] Finished collecting system info
2023-07-18 17:52:19,351 INFO    HandlerThread:6551 [system_monitor.py:probe():214] Publishing system info
2023-07-18 17:52:19,351 DEBUG   HandlerThread:6551 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-18 17:52:19,352 DEBUG   HandlerThread:6551 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-18 17:52:19,352 INFO    HandlerThread:6551 [system_monitor.py:probe():216] Finished publishing system info
2023-07-18 17:52:19,357 DEBUG   SenderThread:6551 [sender.py:send():369] send: files
2023-07-18 17:52:19,357 INFO    SenderThread:6551 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-18 17:52:19,372 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:52:19,372 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:52:19,465 DEBUG   SenderThread:6551 [sender.py:send():369] send: telemetry
2023-07-18 17:52:19,705 INFO    wandb-upload_0:6551 [upload_job.py:push():133] Uploaded file /var/folders/tq/793pyzvn4ts7t0217hsm6l2w0000gq/T/tmpboy675iowandb/c1gu1oy7-wandb-metadata.json
2023-07-18 17:52:20,190 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/requirements.txt
2023-07-18 17:52:20,191 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/wandb-summary.json
2023-07-18 17:52:20,191 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/wandb-metadata.json
2023-07-18 17:52:20,587 DEBUG   SenderThread:6551 [sender.py:send():369] send: telemetry
2023-07-18 17:52:22,193 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/output.log
2023-07-18 17:52:23,773 DEBUG   SenderThread:6551 [sender.py:send():369] send: config
2023-07-18 17:52:24,199 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/output.log
2023-07-18 17:52:24,669 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 17:52:24,670 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 17:52:24,886 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 17:52:24,989 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-18 17:52:25,467 INFO    wandb-upload_0:6551 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpo_j9o0rc
2023-07-18 17:52:26,142 INFO    SenderThread:6551 [sender.py:send_request_log_artifact():1414] logged artifact Transformation_Pipeline24bf5216 - {'id': 'QXJ0aWZhY3Q6NTE2MTk1MTgx', 'digest': '59188e12c3cd8b43e172412c33059df7', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjgzOTkwNDE3', 'latestArtifact': None}, 'version': 'latest'}
2023-07-18 17:52:26,142 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 17:52:26,142 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:27,214 INFO    wandb-upload_0:6551 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpiela4vaq
2023-07-18 17:52:27,879 INFO    SenderThread:6551 [sender.py:send_request_log_artifact():1414] logged artifact Train24e542dc - {'id': 'QXJ0aWZhY3Q6NTE2MTk1MTk0', 'digest': '3e1cb6e8060242f5d4d7dd67d5baf991', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjgzOTkwNDE5', 'latestArtifact': None}, 'version': 'latest'}
2023-07-18 17:52:27,880 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: log_artifact
2023-07-18 17:52:28,606 INFO    wandb-upload_0:6551 [upload_job.py:push():91] Uploaded file /Users/heroofwisdom/Library/Application Support/wandb/artifacts/staging/tmpiwx3wgz2
2023-07-18 17:52:29,209 INFO    SenderThread:6551 [sender.py:send_request_log_artifact():1414] logged artifact Test24f578b4 - {'id': 'QXJ0aWZhY3Q6NTE2MTk1MjA2', 'digest': 'abf3c124506f8e7bdd79a044695c4fd1', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjgzOTkwNDIz', 'latestArtifact': None}, 'version': 'latest'}
2023-07-18 17:52:31,212 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:34,375 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:52:34,375 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:52:36,423 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:41,435 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:46,451 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:49,377 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:52:49,378 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:52:52,441 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:52:53,282 INFO    Thread-12 :6551 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/heroofwisdom/Documents/GitHub/Citrine_Test_V3/wandb/run-20230718_175218-nxna16jl/files/config.yaml
2023-07-18 17:52:57,572 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:02,577 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:04,380 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:53:04,381 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:53:08,443 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:13,456 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:18,470 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:19,297 DEBUG   SystemMonitor:6551 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-18 17:53:19,298 DEBUG   SenderThread:6551 [sender.py:send():369] send: stats
2023-07-18 17:53:19,386 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:53:19,386 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:53:24,449 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:29,465 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:34,386 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:53:34,387 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:53:35,450 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:40,460 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:45,479 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:49,304 DEBUG   SenderThread:6551 [sender.py:send():369] send: stats
2023-07-18 17:53:49,389 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:53:49,390 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:53:51,454 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:53:56,464 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:01,474 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:04,393 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:54:04,393 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:54:06,487 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:11,507 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:16,520 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:19,308 DEBUG   SenderThread:6551 [sender.py:send():369] send: stats
2023-07-18 17:54:19,395 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
2023-07-18 17:54:19,396 DEBUG   SenderThread:6551 [sender.py:send_request():396] send_request: stop_status
2023-07-18 17:54:22,488 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:27,504 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:32,516 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: status_report
2023-07-18 17:54:34,400 DEBUG   HandlerThread:6551 [handler.py:handle_request():144] handle_request: stop_status
